English,CEFR,gender,word,wordAudio,pronunciation,transliteration,definition,sentenceAudio,example,sentenceTranslation
prisoner,B1,masculine,אסיר,,אָסִיר,asír,אדם שנמצא בבית סוהר,,האסיר חי בכלא כבר שנים.,The prisoner has been living in jail for years.
Islam,B1,masculine,אסלאם,,אִסְלָאם,islám,דת שמקורה בערב,,האסלאם הוא דת עם מיליוני מאמינים.,Islam is a religion with millions of followers.
Islamic,B2,adjective,אסלאמי,,אִסְלָאמִי,islámi,שייך לאסלאם,,הארגון מקדם ערכים אסלאמיים במדינות שונות.,The organization promotes Islamic values in different countries.
toilet,A2,feminine,אסלה,X,אַסְלָה,aslá,כלי לשימוש בבית הכסא,,האסלה בחדר שממול.,The toilet is in the room across.
collect,A2,verb,אסף,X,אָסַף,asáf,איסוף חפצים או אנשים,,הוא אסף כמה ספרים מהספריה.,He collected some books from the library.
"prohibit, imprison",B1,verb,אסר,,אָסַר,asár,אסר פעולה או אדם,,המשטרה אסרה עליו לצאת מהארץ.,The police prohibited him from leaving the country.
nose,A1,masculine,אף,X,אַף,af,איבר הפנים המשמש לנשימה ולריח,X,האף שלי קר.,My nose is cold.
"no one, nobody",A2,masculine,אף אחד,X,אַף אֶחָד,af ekhád,אין שום אדם,,אף אחד לא רוצה לעשות את זה.,No one wants to do this.
never,A2,adverb,אף פעם,X,אַף פַּעַם,af pá'am,מעולם לא קרה,,הוא לא היה בפריז אף פעם.,He has never been to Paris.
bake,A2,verb,אפה,X,אַפָּה,afá,הכין מאפה בתנור,,היא אפתה עוגה ליום ההולדת.,She baked a cake for the birthday.
gray,A1,adjective,אפור,X,אָפוֹר,afór,צבע בין לבן לשחור,X,השמים היום אפורים.,The sky is gray today.
even,B1,,אפילו,,אַפִילוּ,afilú,אפילו במקרה קיצוני,,אפילו הילד הקטן מבין את זה.,Even the small child understands this.
zero,A1,masculine,אפס,X,אֶפֶס,éfes,המספר שלפני אחד,X,אפס ועוד אחד זה אחד.,Zero plus one is one.
effect,B2,masculine,אפקט,,אֶפֶקְט,efékt,השפעה על דבר מה,,להשפעה יש אפקט עצום על התוצאה.,Influence has a huge effect on the outcome.
effective,B2,adjective,אפקטיבי,,אֶפֶקְטִיבִי,efektívi,מביא תוצאה יעילה,,פתרון אפקטיבי חוסך הרבה זמן ומאמץ.,An effective solution saves a lot of time and effort.
ash,B1,masculine,אפר,,אֵפֶר,éfer,שארית הנותרת משריפה,,אחרי השרפה נשאר רק אפר.,"After the fire, only ash remained."
April,A1,masculine,אפריל,X,אַפְּרִיל,apríl,החודש הרביעי בלוח השנה הלועזי,X,באפריל הפרחים פורחים.,"In April, the flowers bloom."
possible,A1,,אפשר,X,אֶפְשָׁר,efshár,אפשרות לקיום או פעולה,X,אפשר לשבת פה?,Can I sit here?
possibility,A2,feminine,אפשרות,X,אֶפְשָׁרוּת,efsharút,אפשרות לביצוע דבר מה,,יש אפשרות לנסיעה מחר.,There is a possibility of traveling tomorrow.
possible,B1,adjective,אפשרי,,אֶפְשָׁרִי,efsharí,שיכול לקרות,,זה לא אפשרי לראות את הכוכבים ביום.,It is not possible to see the stars during the day.
finger,A1,feminine,אצבע,X,אֶצְבָּע,etsbá,איבר ביד שבו חשים ונוגעים,X,יש לי חמש אצבעות בכל יד.,I have five fingers on each hand.
thimble,C,masculine,אצבעון,,אֶצְבָּעוֹן,etsbaón,כיסוי קטן לאצבע בעת תפירה,,הסבתא תיקנה את החולצה בעזרת אצבעון.,Grandma mended the shirt using a thimble.
stadium,A2,masculine,אצטדיון,X,אִצְטַדְיוֹן,itstadyón,מגרש למשחקי ספורט,,האיצטדיון מלא באוהדים.,The stadium is full of fans.
academic,B2,adjective,אקדמי,,אַקָּדֶמִי,akadémi,שייך לאקדמיה,,הוא סיים מסלול לימוד אקדמי באוניברסיטה.,He completed an academic program at the university.
academy,B2,feminine,אקדמיה,,אַקָּדֶמְיָה,akadémya,מוסד להשכלה גבוהה,,האקדמיה היא מקום לחקירה ולמוד.,The academy is a place for research and learning.
climate,B1,masculine,אקלים,,אַקְלִים,aklím,מצב מזג האוויר הכללי לאורך זמן,,האקלים בארץ הזאת חם ויובש.,The climate in this country is hot and dry.
four,A1,feminine,ארבע,X,אַרְבַּע,arbá,מספר אחרי שלוש,X,יש לי ארבע חתולים.,I have four cats.
"US, the",A2,feminine,ארה״ב,X,אַרְה״ב,"arhá""v",כינוי למדינה ארצות הברית,,בארה״ב יש הרבה ערים גדולות.,There are many big cities in the US.
meal,A1,feminine,ארוחה,X,אֲרוּחָה,aruħá,מה שאוכלים בזמנים קבועים ביום,X,אני אוכל שלוש ארוחות ביום.,I eat three meals a day.
breakfast,A1,feminine,ארוחת בוקר,X,אֲרוּחַת בֹּקֶר,aruħát bóker,הארוחה הראשונה ביום,X,ארוחת הבקר שלי היא לחם עם גבינה.,My breakfast is bread with cheese.
dinner,A1,feminine,ארוחת ערב,X,אֲרוּחַת עֶרֶב,aruħát érev,הארוחה האחרונה ביום,X,אנחנו אוכלים ארוחת ערב בשבע.,We eat dinner at seven.
lunch,A1,feminine,ארוחת צהריים,X,אֲרוּחַת צָהֳרַיִם,aruħát tsohoráyim,הארוחה באמצע היום,X,ארוחת הצהריים שלי היא אורז עם עוף.,My lunch is rice with chicken.
"closet, cabinet",A1,masculine,ארון,X,אָרוֹן,arón,רהיט לאחסון בגדים וחפצים,X,הבגדים שלי בארון.,My clothes are in the closet.
bookshelf,A2,masculine,ארון ספרים,X,אֲרוֹן סְפָרִים,arón sfarím,רהיט לאחסון ספרים,,הארון ספרים שלי מלא בספרי מתח.,My bookshelf is full of mystery books.
cedar,B1,masculine,ארז,,אֶרֶז,érez,עץ מחט גבוה,,ביערות לבנון גדלים עצי ארז.,Cedar trees grow in the forests of Lebanon.
lion,A2,masculine,אריה,X,אַרְיֵה,aryé,חיית בר גדולה בעלת רעמה,,האריה נמצא בגן החיות.,The lion is in the zoo.
architecture,B2,feminine,ארכיטקטורה,,אַרְכִיטֶקְטוּרָה,arħitektúra,תחום תכנון מבנים,,ארכיטקטורה קלאסית משמרת סגנונות היסטוריים.,Classical architecture preserves historical styles.
wallet,A2,masculine,ארנק,X,אַרְנָק,arnák,כיסוי לכסף או מסמכים,,הארנק שלי אבד בקניון.,My wallet was lost in the mall.
"land, country",A1,feminine,ארץ,X,אֶרֶץ,érets,שטח גדול של קרקע או מדינה,X,אני גר בארץ יפה.,I live in a beautiful country.
United States,A1,feminine,ארצות הברית,X,אַרְצוֹת הַבְּרִית,artsót habrít,מדינה גדולה באמריקה הצפונית,X,ארצות הברית היא מדינה גדולה.,The United States is a big country.
fire,A1,feminine,אש,X,אֵשׁ,esh,להבה חמה ושורפת,X,יש אש במדורה.,There is fire in the bonfire.
"woman, wife",A1,feminine,אשה,X,אִשָּׁה,ishá,נקבה בוגרת או בת זוג נשואה,X,היא אישה חכמה.,She is a smart woman.
"visa, permit",B1,feminine,אשרה,,אַשְׁרָה,ashrá,רישיון לכניסה למדינה,,אתה צריך אשרה כדי לבוא לכאן.,You need a visa to come here.
you,A1,feminine,את,X,אַתְּ,at,כינוי גוף שני לנקבה,X,את גרה בתל־אביב?,Do you live in Tel Aviv?
object marker,A1,,את,X,אֶת,et,מילת יחס המציינת את מושא הפעולה,X,אני אוהב את הסרט הזה.,I like this movie.
atheism,B2,masculine,אתאיזם,,אַתֵּאִיזְם,ateízm,שלילה של קיום אל,,אתאיזם הוא עמדה רווחת בחברות חילוניות.,Atheism is a common belief in secular societies.
you,A1,masculine,אתה,X,אַתָּה,atá,כינוי גוף שני לזכר,X,אתה עובד פה?,Do you work here?
yesterday,A1,adverb,אתמול,X,אֶתְמוֹל,etmól,היום שקדם ליום הנוכחי,X,אתמול היה יום יפה.,Yesterday was a beautiful day.
"in, with",A1,preposition,ב,X,בְּ־,b',מילת יחס המציינת מקום או אמצעי,X,אני בבית.,I'm at home.
come,A1,verb,בא,X,בָּא,ba,פועל המציין הגעה אל מקום,X,הוא בא לבית־הספר.,He's coming to school.
bummer,B1,feminine,באסה,,בָּאַסָה,bása,תחושת חוסר נעימות או אכזבה,,באסה! אין קפה במשרד.,Bummer! There's no coffee in the office.
please,A1,phrase,בבקשה,X,בְּבַקָּשָׁה,bvakasha,מילת נימוס לבקשה או פנייה,X,"תן לי מים, בבקשה.","Give me water, please."
garment,A2,masculine,בגד,X,בֶּגֶד,béged,לבוש לגוף,,כל בגד שהוא לובש מיוחד.,Every garment he wears is unique.
swimsuit,A2,masculine,בגד ים,X,בֶּגֶד יָם,béged yam,בגד לשחייה,,אני קניתי בגד ים חדש.,I bought a new swimsuit.
clothes,A1,masculine,בגדים,X,בְּגָדִים,bgadím,פרטי לבוש,X,אני קונה בגדים חדשים.,I'm buying new clothes.
because of,A2,,בגלל,X,בִּגְלַל,biglál,מילת יחס לציון סיבה,,הוא איחר בגלל הפקקים.,He was late because of the traffic.
loneliness,B1,feminine,בדידות,,בְּדִידוּת,bdidút,תחושת היות לבד,,הבדידות גורמת לעצב.,Loneliness causes sadness.
"exactly, just",A2,adverb,בדיוק,X,בְּדִיּוּק,bdiyúk,בצורה מדויקת לגמרי,,השעה בדיוק שש.,The time is exactly six.
joke,A2,feminine,בדיחה,X,בְּדִיחָה,b'dikhá,אמירה מצחיקה,,הוא סיפר בדיחה וכולם צחקו.,He told a joke and everyone laughed.
on the way,A2,,בדרך,X,בַּדֶּרֶךְ,badéreħ,במהלך ההליכה,,אנחנו כבר בדרך לשיחה.,We are already on the way to the meeting.
as a rule,A2,phrase,בדרך כלל,X,בְּדֶרֶךְ כְּלָל,bdéreħ klal,בדרך כלל קורה,,בדרך כלל הוא לא מאחר.,"As a rule, he is not late."
beast,B1,feminine,בהמה,,בְּהֵמָה,behemá,חיה גדולה במשק,,הבהמה הזאת גדולה מאוד.,This beast is very big.
soon,B1,adv,בהקדם,,בְּהֶקְדֵּם,behekdém,בעתיד הקרוב,,בהקדם נסע לתיאטרון.,We will travel to the theater soon.
initially,A2,adverb,בהתחלה,X,בַּהַתְחָלָה,b'hatkhalá,בתחילת הדבר,,"בהתחלה, התלמידים לא הבינו את השיעור.","Initially, the students did not understand the lesson."
plushie,A2,feminine,בובה,X,בֻּבָּה,bubá,דמות צעצוע רכה לילדים,,הבובה הזאת רכה מאוד.,This plushie is very soft.
lonely,B1,masculine,בּוֹדֵד,,בּוֹדֵד,bodéd,שאינו בחברת אחרים,,הוא מרגיש בודד בעיר הגדולה.,He feels lonely in the big city.
void,C,masculine,בוהו,,בֹּהוּ,bóhu,ריק מוחלט,,המסורת מספרת שהעולם נברא מתוהו ובוהו.,Tradition says the world was created out of chaos and void.
"certainly, surely",A2,adverb,בוודאי,X,בְּוַדַּאי,bvadái,"בהחלט, בוודאות",,היא תבוא לבדאי לחתונה.,She will definitely come to the wedding.
be expressed,B2,verb,בוטא,,בֻּטָּא,buta,הובע במילים,,הכעס בוטא באופן חזק.,The anger was expressed strongly.
peanut,A2,masculine,בוטן,X,בּוֹטֶן,bóten,קטנית אכילה קטנה,,אני אוהב בטנים קלויים.,I love roasted peanuts.
stamp,A2,masculine,בול,X,בּוֹל,bul,סימן קטן לדואר,,הדואר שלח לי בול חדש.,The post office sent me a new stamp.
beaver,A2,masculine,בונה,X,בּוֹנֶה,boné,חיה הבונה סכרים בנהרות,,הבונה בונה סוכה על הנהר.,The beaver is building a dam on the river.
morning,A1,masculine,בוקר,X,בֹּקֶר,bóker,בצוותא עם אחרים,X,בוקר טוב!,Good morning!
"hole, pit",A2,masculine,בור,X,בּוֹר,bór,חלל עמוק באדמה,,הבור עמק ומלא מים.,The pit is deep and full of water.
outside,A2,,בחוץ,X,בַּחוּץ,baħúts,מחוץ למקום,,הילד משחק בחוץ.,The child is playing outside.
for free,A2,,בחינם,X,בְּחִינָּם,bħinám,ללא תשלום,,הכרטיסים לסרט היו בחינם.,The movie tickets were free.
"choice, election",A2,feminine,בחירה,X,בְּחִירָה,bħirá,אפשרות לבחור בין חלופות,,הבחירה שלי היתה קשה.,My choice was difficult.
